NOME_STRUTTURA,ASST,INDIRIZZO,RATING_GLOBALE,N_VALUTAZIONI,N_AREE,AREE_SPECIALISTICHE,RATING_DIMENSIONI_JSON,RATING_PER_AREA_JSON,TIPO,CLASSIFICAZIONE,COMUNE,PROVINCIA,LATITUDINE,LONGITUDINE
OSPEDALE SAN GIUSEPPE MULTIMEDICA,,"VIA SAN VITTORE, 12 - MILANO (MI)",3.6,20.0,47.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANGIOLOGIA', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHECK UP', 'CHIRURGIA GENERALE', 'CHIRURGIA MAXILLO FACCIALE', 'CHIRURGIA PLASTICA E MEDICINA ESTETICA', 'CHIRURGIA TORACICA', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'IMMUNOLOGIA', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROCHIRURGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'RADIOTERAPIA ONCOLOGICA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.6, ""Pulizia"": 4.1, ""Rispetto della privacy"": 3.6, ""Qualità dell'ospitalità e della struttura"": 3.7, ""Disponibilità e gentilezza del personale medico"": 3.6, ""Disponibilità e gentilezza del personale non medico"": 4.2, ""Chiarezza delle informazioni mediche ricevute"": 3.7, ""Chiarezza delle informazioni amministrative e organizzative"": 3.5, ""Qualità dei pasti"": 3.5, ""Gestione delle visite dei parenti"": 3.4}","{""Gastroenterologia"": 1.0, ""Pneumologia"": 5.0, ""Pronto soccorso"": 1.0, ""Urologia e Andrologia"": 5.0}",OSPEDALE,SPOKE,MILANO,MI,45.4631277,9.1714179
OSPEDALE DI SONDRIO,ASST VALTELLINA E ALTO LARIO,"VIA STELVIO, 25 - SONDRIO (SO)",3.6,6.0,38.0,"['ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.5, ""Pulizia"": 3.5, ""Rispetto della privacy"": 3.3, ""Qualità dell'ospitalità e della struttura"": 3.3, ""Disponibilità e gentilezza del personale medico"": 3.8, ""Disponibilità e gentilezza del personale non medico"": 3.3, ""Chiarezza delle informazioni mediche ricevute"": 3.7, ""Chiarezza delle informazioni amministrative e organizzative"": 3.3, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 3.7}","{""Medicina Interna - Generale"": 5.0, ""Odontoiatria e Stomatologia"": 5.0, ""Ortopedia e Traumatologia"": 4.0, ""Urologia e Andrologia"": 5.0}",OSPEDALE,HUB,SONDRIO,SO,46.2152139,10.1772596
INRCA PRESIDIO OSPEDALIERO DI RICERCA DI CASATENOVO,,"VIA MONTEREGIO, 13 - CASATENOVO (LC)",3.6,1.0,4.0,"['PNEUMOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'SERVIZI TERRITORIALI']","{""Pulizia"": 3.0, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 3.0, ""Disponibilità e gentilezza del personale non medico"": 4.0, ""Chiarezza delle informazioni mediche ricevute"": 5.0, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 4.0}",{},OSPEDALE,SPOKE,CASATENOVO,LC,45.6991716,9.2974941
OSPEDALE DI ESINE,ASST VALCAMONICA,"VIA MANZONI, 142 - ESINE (BS)",3.5,12.0,24.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'ELETTROFISIOLOGIA E EMODINAMICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'FISIOPATOLOGIA DELLA RIPRODUZIONE - PMA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEUROLOGIA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'SERVIZI TERRITORIALI', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.4, ""Pulizia"": 4.0, ""Rispetto della privacy"": 3.6, ""Qualità dell'ospitalità e della struttura"": 3.1, ""Disponibilità e gentilezza del personale medico"": 3.4, ""Disponibilità e gentilezza del personale non medico"": 3.9, ""Chiarezza delle informazioni mediche ricevute"": 3.4, ""Chiarezza delle informazioni amministrative e organizzative"": 3.4, ""Qualità dei pasti"": 3.6, ""Gestione delle visite dei parenti"": 3.8}","{""Chirurgia Generale"": 5.0, ""Endocrinologia e Diabetologia"": 1.0, ""Fisiopatologia della Riproduzione - PMA"": 2.0, ""Gastroenterologia"": 5.0, ""Ginecologia"": 5.0, ""Ortopedia e Traumatologia"": 1.0, ""Otorinolaringoiatria"": 5.0, ""Pneumologia"": 4.0}",OSPEDALE,SPOKE,ESINE,BS,45.926174,10.2469473
OSPEDALE LUIGI SACCO DI MILANO,ASST FATEBENEFRATELLI SACCO,"VIA G. B. GRASSI, 74 - MILANO (MI)",3.5,11.0,43.0,"['ANATOMIA PATOLOGICA', 'ANGIOLOGIA', 'CARDIOCHIRURGIA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CURE PALLIATIVE - HOSPICE', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'FARMACOLOGIA CLINICA', 'FISIOPATOLOGIA DELLA RIPRODUZIONE - PMA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MALATTIE INFETTIVE E TROPICALI', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'MEDICINA SPORTIVA', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'SERVIZI TERRITORIALI', 'TERAPIA INTENSIVA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.8, ""Pulizia"": 3.4, ""Rispetto della privacy"": 3.5, ""Qualità dell'ospitalità e della struttura"": 3.1, ""Disponibilità e gentilezza del personale medico"": 3.9, ""Disponibilità e gentilezza del personale non medico"": 3.5, ""Chiarezza delle informazioni mediche ricevute"": 3.7, ""Chiarezza delle informazioni amministrative e organizzative"": 3.3, ""Qualità dei pasti"": 2.9, ""Gestione delle visite dei parenti"": 3.1}","{""Cardiologia"": 5.0, ""Neurologia d'urgenza e Stroke Unit"": 4.0, ""Otorinolaringoiatria"": 5.0, ""Pneumologia"": 5.0, ""Pronto soccorso"": 5.0, ""Reumatologia"": 5.0, ""Urologia e Andrologia"": 1.0}",OSPEDALE,HUB,MILANO,MI,45.5201635,9.1235461
OSPEDALE MORIGGIA PELASCINI DI GRAVEDONA - GRUPPO ITALCLINICHE,,"VIA PELASCINI, 3 - GRAVEDONA ED UNITI (CO)",3.5,4.0,30.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'LUNGODEGENTI', 'MEDICINA INTERNA - GENERALE', 'NEUROCHIRURGIA', 'NEUROLOGIA', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.0, ""Pulizia"": 3.5, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 3.3, ""Disponibilità e gentilezza del personale medico"": 3.7, ""Disponibilità e gentilezza del personale non medico"": 3.8, ""Chiarezza delle informazioni mediche ricevute"": 3.7, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Qualità dei pasti"": 2.3, ""Gestione delle visite dei parenti"": 5.0}","{""Cardiologia"": 2.0, ""Neurochirurgia"": 5.0}",OSPEDALE,SPOKE,GRAVEDONA ED UNITI,CO,46.1422206,9.2991224
PRESIDIO OSPEDALIERO DI CASALPUSTERLENGO,ASST LODI,"VIA FLEMING, 1 - CASALPUSTERLENGO (LO)",3.5,3.0,19.0,"['CARDIOLOGIA', 'CURE PALLIATIVE - HOSPICE', 'DERMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'NEUROLOGIA', 'NEUROPSICHIATRIA INFANTILE', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OTORINOLARINGOIATRIA', 'PNEUMOLOGIA', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RADIOTERAPIA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.0, ""Pulizia"": 3.5, ""Rispetto della privacy"": 4.0, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 3.0, ""Disponibilità e gentilezza del personale non medico"": 4.0, ""Chiarezza delle informazioni mediche ricevute"": 3.0, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Qualità dei pasti"": 4.0, ""Gestione delle visite dei parenti"": 4.3}","{""Cure Palliative - Hospice"": 3.0}",OSPEDALE,SPOKE,CASALPUSTERLENGO,LO,45.170174,9.6513675
OSPEDALE SAN CARLO BORROMEO DI MILANO,ASST SANTI PAOLO E CARLO,"VIA PIO II, 3 - MILANO (MI)",3.4,14.0,38.0,"['ALLERGOLOGIA', 'ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA TORACICA', 'CHIRURGIA VASCOLARE', 'CURE PALLIATIVE - HOSPICE', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROCHIRURGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'NEUROPSICHIATRIA INFANTILE', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ONCOLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'SERVIZI TERRITORIALI', 'TERAPIA INTENSIVA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.2, ""Pulizia"": 3.1, ""Rispetto della privacy"": 3.4, ""Qualità dell'ospitalità e della struttura"": 3.3, ""Disponibilità e gentilezza del personale medico"": 3.5, ""Disponibilità e gentilezza del personale non medico"": 3.3, ""Chiarezza delle informazioni mediche ricevute"": 3.6, ""Chiarezza delle informazioni amministrative e organizzative"": 3.5, ""Qualità dei pasti"": 3.0, ""Gestione delle visite dei parenti"": 3.3}","{""Chirurgia Generale"": 5.0, ""Neurologia"": 5.0, ""Pronto soccorso"": 1.0, ""Radiologia e Diagnostica per Immagini"": 5.0, ""Servizi Territoriali"": 3.0, ""Urologia e Andrologia"": 5.0}",OSPEDALE,SPOKE,MILANO,MI,45.468576,9.1144907
PRESIDIO OSPEDALIERO DI GARBAGNATE MILANESE,ASST RHODENSE,"VIALE FORLANINI, 95 - GARBAGNATE MILANESE (MI)",3.4,11.0,33.0,"['ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA VASCOLARE', 'CURE PALLIATIVE - HOSPICE', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'EMODIALISI', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROLOGIA', ""NEUROLOGIA D'URGENZA E STROKE UNIT"", 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'TERAPIA INTENSIVA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.3, ""Pulizia"": 3.4, ""Rispetto della privacy"": 3.4, ""Qualità dell'ospitalità e della struttura"": 3.8, ""Disponibilità e gentilezza del personale medico"": 3.3, ""Disponibilità e gentilezza del personale non medico"": 3.8, ""Chiarezza delle informazioni mediche ricevute"": 3.3, ""Chiarezza delle informazioni amministrative e organizzative"": 3.2, ""Qualità dei pasti"": 3.0, ""Gestione delle visite dei parenti"": 3.7}","{""Ginecologia"": 1.0, ""Medicina Interna - Generale"": 1.0, ""Oculistica"": 4.0, ""Pediatria"": 5.0, ""Riabilitazione Ortopedica"": 3.0, ""Terapia Intensiva"": 5.0}",OSPEDALE,SPOKE,GARBAGNATE MILANESE,MI,45.5831666,9.094637
OSPEDALE DI GALLARATE,ASST VALLE OLONA,"VIA EUSEBIO PASTORI, 4 - GALLARATE (VA)",3.4,10.0,31.0,"['ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'MEDICINA NUCLEARE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROLOGIA', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.4, ""Pulizia"": 3.0, ""Rispetto della privacy"": 3.1, ""Qualità dell'ospitalità e della struttura"": 3.1, ""Disponibilità e gentilezza del personale medico"": 3.8, ""Disponibilità e gentilezza del personale non medico"": 3.4, ""Chiarezza delle informazioni mediche ricevute"": 4.0, ""Chiarezza delle informazioni amministrative e organizzative"": 3.6, ""Qualità dei pasti"": 2.7, ""Gestione delle visite dei parenti"": 3.8}","{""Chirurgia Generale"": 4.0, ""Gastroenterologia"": 4.0, ""Oncologia"": 4.0, ""Senologia"": 5.0}",OSPEDALE,SPOKE,GALLARATE,VA,45.6566835,8.7919663
OSPEDALE DI MANERBIO,ASST GARDA,"VIA LUNGOMELLA VALSECCHI, 2 - MANERBIO (BS)",3.4,4.0,34.0,"['ALLERGOLOGIA', 'ANALISI DI LABORATORIO', 'ANATOMIA PATOLOGICA', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'DERMATOLOGIA', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'EMATOLOGIA E IMMUNOEMATOLOGIA', 'EMODIALISI', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'FISIOPATOLOGIA DELLA RIPRODUZIONE - PMA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEFROLOGIA', 'NEONATOLOGIA', 'NEUROCHIRURGIA', 'NEUROLOGIA', 'OCULISTICA', 'ODONTOIATRIA E STOMATOLOGIA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'SENOLOGIA', 'TERAPIA INTENSIVA NEONATALE', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA']","{""Da consigliare a parenti e amici"": 3.0, ""Pulizia"": 3.5, ""Rispetto della privacy"": 3.7, ""Qualità dell'ospitalità e della struttura"": 4.0, ""Disponibilità e gentilezza del personale medico"": 2.7, ""Disponibilità e gentilezza del personale non medico"": 3.0, ""Chiarezza delle informazioni mediche ricevute"": 3.0, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Qualità dei pasti"": 2.5, ""Gestione delle visite dei parenti"": 4.0}","{""Allergologia"": 5.0, ""Cardiologia"": 5.0}",OSPEDALE,SPOKE,MANERBIO,BS,45.3570323,10.1465113
OSPEDALE ASILO VITTORIA DI MORTARA,ASST PAVIA,"STRADA PAVESE, 1013 - MORTARA (PV)",3.4,2.0,9.0,"['CHIRURGIA GENERALE', 'GASTROENTEROLOGIA', 'MEDICINA INTERNA - GENERALE', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SERVIZI TERRITORIALI']","{""Da consigliare a parenti e amici"": 3.0, ""Pulizia"": 3.0, ""Rispetto della privacy"": 3.0, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 3.5, ""Disponibilità e gentilezza del personale non medico"": 4.5, ""Chiarezza delle informazioni mediche ricevute"": 3.5, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Qualità dei pasti"": 3.0, ""Gestione delle visite dei parenti"": 4.0}","{""Medicina Interna - Generale"": 2.0, ""Pronto soccorso"": 5.0}",OSPEDALE,SPOKE,MORTARA,PV,45.2536092,8.7430551
OSPEDALE DI ASOLA,ASST MANTOVA,"PIAZZA OTTANTESIMO FANTERIA, 1 - ASOLA (MN)",3.4,2.0,20.0,"['CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA VASCOLARE', 'DIETOLOGIA E NUTRIZIONE CLINICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GERIATRIA', 'GINECOLOGIA', 'MEDICINA DEL LAVORO', 'MEDICINA INTERNA - GENERALE', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'PEDIATRIA', 'PRONTO SOCCORSO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 1.0, ""Pulizia"": 4.0, ""Rispetto della privacy"": 5.0, ""Qualità dell'ospitalità e della struttura"": 3.0, ""Disponibilità e gentilezza del personale medico"": 3.5, ""Disponibilità e gentilezza del personale non medico"": 4.0, ""Chiarezza delle informazioni mediche ricevute"": 4.5, ""Chiarezza delle informazioni amministrative e organizzative"": 3.0, ""Gestione delle visite dei parenti"": 2.0}","{""Ostetricia"": 1.0}",OSPEDALE,SPOKE,ASOLA,MN,45.2238127,10.4121326
AZIENDA OSPEDALIERA MELLINO MELLINI DI CHIARI,ASST FRANCIACORTA,"VIALE MAZZINI, 4 - CHIARI (BS)",3.3,11.0,30.0,"['ANALISI DI LABORATORIO', 'CARDIOLOGIA', 'CHIRURGIA GENERALE', 'CHIRURGIA VASCOLARE', 'DERMATOLOGIA', 'ELETTROFISIOLOGIA E EMODINAMICA', 'ENDOCRINOLOGIA E DIABETOLOGIA', 'GASTROENTEROLOGIA', 'GINECOLOGIA', 'MEDICINA INTERNA - GENERALE', 'NEONATOLOGIA', 'NEUROLOGIA', 'OCULISTICA', 'ONCOLOGIA', 'ORTOPEDIA E TRAUMATOLOGIA', 'OSTETRICIA', 'OTORINOLARINGOIATRIA', 'PEDIATRIA', 'PNEUMOLOGIA', 'PRONTO SOCCORSO', 'PRONTO SOCCORSO PEDIATRICO', 'PSICHIATRIA E PSICOLOGIA', 'RADIOLOGIA E DIAGNOSTICA PER IMMAGINI', 'REUMATOLOGIA', 'RIABILITAZIONE CARDIO-RESPIRATORIA', 'RIABILITAZIONE NEUROLOGICA', 'RIABILITAZIONE ORTOPEDICA', 'SENOLOGIA', 'UNITÀ CORONARICA - UNITÀ INTENSIVA CARDIOLOGICA', 'UROLOGIA E ANDROLOGIA']","{""Da consigliare a parenti e amici"": 3.1, ""Pulizia"": 3.4, ""Rispetto della privacy"": 3.5, ""Qualità dell'ospitalità e della struttura"": 3.3, ""Disponibilità e gentilezza del personale medico"": 3.4, ""Disponibilità e gentilezza del personale non medico"": 3.7, ""Chiarezza delle informazioni mediche ricevute"": 3.6, ""Chiarezza delle informazioni amministrative e organizzative"": 3.1, ""Qualità dei pasti"": 3.2, ""Gestione delle visite dei parenti"": 3.0}","{""Cardiologia"": 5.0, ""Ginecologia"": 5.0, ""Oculistica"": 5.0, ""Otorinolaringoiatria"": 5.0, ""Pediatria"": 1.0, ""Pronto soccorso"": 1.0, ""Reumatologia"": 5.0}",OSPEDALE,SPOKE,CHIARI,BS,45.5380481,9.9342567
